source,productid,mobilename,userid,review,rating,reviewdate,sentiment,_review_cleaned
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",SHYAM SINGH,"...The Sony Flagship 50MP OIS Camera kept everything steady, and the IMX 896 Cam sensor made the colors and details pop.",,2025-05-12,Positive,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",AMARJEET ENTERPRISES,...The 50MP camera with the IMX 896 Cam sensor captured the vast landscapes in all their glory.,,2025-05-12,Positive,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",PAWAN SINGH ENTERPRISES,"...The 50MP camera with the IMX 896 Cam sensor made sure everyone's faces were bright and clear, even with the dim party lights.",,2025-05-12,Positive,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",SIMRAN  ENTERPRISES,...The 50MP camera with the IMX 896 Cam sensor captured the intricate details of the scientific models and experiments.,,2025-05-12,Positive,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",SAHIL ENTERPRISES,...The P3 Ultra's camera is great for capturing the unique architecture of old buildings.,,2025-05-12,Positive,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",AMAN PAL ENTERPRISES,...The combination of the great rear camera features and the front - facing capabilities is unbeatable.,,2025-05-12,Positive,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",VIKAS UPPAL ENTERPRISES,...The IMX 896 Cam sensor is so sensitive that the 50MP camera managed to capture the spooky atmosphere without a ton of noise.,,2025-05-12,Positive,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",NEHA Sharma,"...The camera's zoom on the P3 Ultra is no joke, and the IMX 896 Cam sensor keeps the quality high.",,2025-05-12,Positive,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",Devashish Kumar,...1. Camera - Front camera is good 810Selfie camera is average,,2025-05-12,Neutral,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",POONAM JAISWAL,...And the Sony Flagship 50MP OIS Camera helps when the person is fidgeting a bit.,,2025-05-12,Positive,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",BAKSHIS SINGH ENTERPRISES,"...The Sony Flagship 50MP OIS Camera kept the shots steady in the crowded streets, and the IMX 896 Cam sensor made the colors and details pop.",,2025-05-12,Positive,
flipkart,50171223b4a05,"realme P3 Ultra 5G (Neptune Blue, 128 GB)",MADHAV  SHIVAM ENTERPRISES,...The 50MP camera with the IMX 896 Cam sensor made the fresh fruits and vegetables look incredibly appetizing.,,2025-05-12,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",subhajit sadhukhan,"...Display:It looks awesome, check my imagesCamera: excellent picture and details capturedVideo: Front camera 4k awesome.Battery:",,2024-09-01,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Sonia Sharma,...Camera quality is amazing 4k shots and many things.,,2025-08-12,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Flipkart Customer,...Camera: The camera system is versatile and can take great photos in a variety of conditions.,,2025-03-12,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Rajeevan Kakkokara,"...etc, then exynos is good for these tasks.The phone is great and camera is good.",,2025-06-12,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Ashish Kumar Patel,"...wrost camera quality,never saatified in hand feel ..not good for money....i suggeust in this",,2024-08-01,Negative,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Flipkart Customer,"...Product is bestLove the Camera qualityHeating problem with battery,it could be",,2025-06-12,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Ashwini  Kamate,...The product is good Camera quality Better clear skin tones,,2025-06-12,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Sewanga Pulak  Dolakashoria,...Portrait camera mode and the primary camera on this phone is really nice.,,2025-09-28,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Flipkart Customer,...Camera is top notch too and you can get some pretty good images.,,2024-06-01,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",ARYAN SINGH,".... The camera is not too vibrant and takes natural photos, selfie camera is good to",,2024-12-12,Neutral,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Flipkart Customer,"...The camera quality is excellent, capturing detailed shots with good low-light performance.",,2025-10-06,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Farhana Parvin,...Camera quality is amazing...I'm obsessed ,,2025-01-12,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Bhaskar  Bairagi,...good picture quality camera... but battry backup bad quality and charging,,2025-05-12,Negative,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",SUSHEEL RAIKWAR,...Camera quality is too poor to be compared with VGA camera.,,2025-05-12,Negative,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Yesudass Moses,...Better than my Nothing 2a in terms of camera quality...,,2024-12-12,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Harsh Sharma,...Camera isn't too good the dynamic range is soo badHeating issuePerformance is good enough,,2025-08-12,Negative,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",abhi ranshinge,...Phone Good but camera quality is no good.bed camera,,2025-07-12,Negative,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Flipkart Customer,...Battery performance is not too goodCamera quality is greatSound quality is very goodLooking  decent,,2025-10-02,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Mohit Rajput,...VERY NICE MOBILE AND NEXT LEVEL CAMERAIT PLAY BHMI ON 60 FPSI LOVE IT,,2025-06-12,Positive,
flipkart,8f49f29e842cc,"Samsung Galaxy A35 5G (Awesome Lilac, 256 GB)",Aparajita Samal,...Camera Quality n storeg,,2025-06-12,Neutral,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Ujala  Kulkarnijha,...The camera quality is also good and it doesn't feel like 90htz.,,2025-10-05,Positive,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Flipkart Customer,...Selfie camera is a bit off but back camera is good the resolution is sometimes a bit blur but the functioning is smooth.,,2025-10-07,Neutral,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Sayan Saha,...the camera is what you have to consider.Camera quality is average.Overall phone is Fantastic.,,2025-09-12,Neutral,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Rajesh Singh,...1. camera - average 6102.battery- very good but 10 watt charger 810,,2025-09-27,Neutral,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Tippusultan Jagapur,"...side bar, freeform window.. High quality.Camera is clear and bright pictures.Many modes are available.Potrait is nice",,2025-08-12,Positive,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Flipkart Customer,...This phone is  so much good acording to price camera quality is best you can buy this pho,,2025-09-12,Positive,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Rajendra  Maru,...Camera quality is very bad ..I suggest dont purchse this phone .,,2025-08-12,Negative,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",सह संयोजक,...Display.........5.510Performance 510Camera ........4.510Audio quality 4.810Network,,2025-08-12,Neutral,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Utkarsh Kumar,...Cons-Camera average quality  35Charging very slow .. you have to charge,,2025-08-12,Negative,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Mohammad Ibrahim,...price and Perfect mobile for recent timesCamera quality goodPerformance goodOverall super mobileFinally,,2025-08-12,Positive,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Gaurav,...50 Mega Pixel camera is equal to 5 MP camera of any normal mobile.,,2025-08-12,Negative,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",vikash,"...display is good, the software is fast.Just don't expect much in terms of camera.",,2025-08-12,Neutral,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Kamlesh Prajapati,...Camera quality very bad.,,2025-10-08,Negative,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Ganesh Kumbhar,...Product is good at this price range.But improve front camera quality.Front camera should be 8 or 12 megapixel,,2025-08-12,Neutral,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Lingareddy Chaitanya Chakravarti Reddy,"...2. There's a dummy rear camera, the front camera is usable",,2025-09-12,Negative,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Jd Dibyajyoti Das,...Camera quality,,2025-08-12,Neutral,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Mohen Ronghang,...very good phone for medle class person..But camera quality is bad.. 50mp is just only the number.. Overall,,2025-10-08,Negative,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Pavankumar B Navalli,...poor performanceThey mention 50MP cameraBut the picture quality is worst like 2 mp cameraSome phones with 2 MP camera are better than,,2025-09-12,Negative,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Shreya Gaude,"... lock, and other gesture motion and so on.Just camera quality is not that good.Overall best quality mobileMust buy",,2025-09-12,Positive,
flipkart,131a44071789c,"Ai+ Pulse (Blue, 64 GB)",Ajay Pratap  Singh,"...The back camera is decent, but the front camera could have been better.",,2025-10-06,Neutral,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",PHANTOM  DELUXE,...Camera quality bro too bad just like 2G mobile pho,,2025-05-12,Negative,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Manu Kumar,...Camera is not performing like redmi note7 pro 48 megha pixels Moto g35 have 50 megha pixels the camera quality laughing,,2025-02-12,Negative,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Flipkart Customer,...EXCELLENTDESIGN - GOODPERFORMANCE - GOODCAMERA - GOOD ( 4K )CONNECTION - EXCELLENTSPEAKERS - GOOD,,2025-05-12,Positive,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Gautam Shinde,...Camera is average quality.Not good camera in night mode,,2025-05-12,Negative,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Mohammad Imtiyaz,...To sum up my experience with g35 5g here it is:Pros:1) Main and selfie camera takes great pictures.,,2025-02-12,Positive,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Flipkart Customer,"...Mobile phone vibrating on full speaker, CAMERA QUALITY IS NOT GOOD,",,2025-08-12,Negative,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Tejas B S,...it can sustain 1day with normal usage.4. Camera quality is good.But can be better.5. Leather design seems,,2025-07-12,Neutral,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Amit Das,...Camera is somehow not upto the markFront cam in low light is not good at all,,2025-07-12,Negative,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Flipkart Customer,"...camera quality so bad, third class low quality camera, and mobile is very slow system",,2025-03-12,Negative,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Niraj Chaudhary,"...Camera is decent in daylight, but low light photography and zoo",,2025-09-18,Neutral,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",TANUJA PATRA,...Very good camera and handling the mobile,,2025-06-12,Positive,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Manas  Das,...quality -very goodPerformance -very goodBack camera -goodFront camera -very goodConnectivity -very,,2025-07-12,Positive,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Flipkart Customer,...Camera quality decent 45Battary 4.25 and charge 5 to 99 in 1.30hr,,2025-01-12,Neutral,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Flipkart Customer,...Awesome phone and back camera quality is soo awesome,,2025-07-12,Positive,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Surya Kumar  Sahu,...Value for money in this price rangeBack camera - 35Front camera - 55,,2025-01-12,Positive,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Saiff Khan,...The camera quality is fine but it is not that good.The battery backup is very bad. If the phone,,2025-06-12,Negative,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Flipkart Customer,"...Mobile much Better, decent camera.Nice look tnx flipkart",,2025-09-27,Positive,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Ivin Titus,"...And one drawback of this device is - camera : it's kinda average and have grains, but still okay.",,2025-03-12,Neutral,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Flipkart Customer,...All round phone vivox200 camera is amazing I love camera quality ,,2025-03-12,Positive,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Flipkart Customer,...Camera quality AverageMobile speed Slow,,2025-09-12,Negative,
flipkart,015cbd184b0eb,"MOTOROLA g35 5G (Midnight Black, 128 GB)",Anonymous,,,,Neutral,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Ujala  Kulkarnijha,...The camera quality is also good and it doesn't feel like 90htz.,,2025-10-05,Positive,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Flipkart Customer,...Selfie camera is a bit off but back camera is good the resolution is sometimes a bit blur but the functioning is smooth.,,2025-10-07,Neutral,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Sayan Saha,...the camera is what you have to consider.Camera quality is average.Overall phone is Fantastic.,,2025-09-12,Positive,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Rajesh Singh,...1. camera - average 6102.battery- very good but 10 watt charger 810,,2025-09-27,Neutral,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Tippusultan Jagapur,"...side bar, freeform window.. High quality.Camera is clear and bright pictures.Many modes are available.Potrait is nice",,2025-08-12,Positive,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Flipkart Customer,...This phone is  so much good acording to price camera quality is best you can buy this pho,,2025-09-12,Positive,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Rajendra  Maru,...Camera quality is very bad ..I suggest dont purchse this phone .,,2025-08-12,Negative,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",सह संयोजक,...Display.........5.510Performance 510Camera ........4.510Audio quality 4.810Network,,2025-08-12,Neutral,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Utkarsh Kumar,...Cons-Camera average quality  35Charging very slow .. you have to charge,,2025-08-12,Negative,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Mohammad Ibrahim,...price and Perfect mobile for recent timesCamera quality goodPerformance goodOverall super mobileFinally,,2025-08-12,Positive,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Gaurav,...50 Mega Pixel camera is equal to 5 MP camera of any normal mobile.,,2025-08-12,Negative,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",vikash,"...display is good, the software is fast.Just don't expect much in terms of camera.",,2025-08-12,Neutral,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Kamlesh Prajapati,...Camera quality very bad.,,2025-10-08,Negative,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Ganesh Kumbhar,...Product is good at this price range.But improve front camera quality.Front camera should be 8 or 12 megapixel,,2025-08-12,Positive,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Lingareddy Chaitanya Chakravarti Reddy,"...2. There's a dummy rear camera, the front camera is usable",,2025-09-12,Neutral,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Jd Dibyajyoti Das,...Camera quality,,2025-08-12,Neutral,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Mohen Ronghang,...very good phone for medle class person..But camera quality is bad.. 50mp is just only the number.. Overall,,2025-10-08,Negative,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Pavankumar B Navalli,...poor performanceThey mention 50MP cameraBut the picture quality is worst like 2 mp cameraSome phones with 2 MP camera are better than,,2025-09-12,Negative,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Shreya Gaude,"... lock, and other gesture motion and so on.Just camera quality is not that good.Overall best quality mobileMust buy",,2025-09-12,Positive,
flipkart,07bdfc2cf54df,"Ai+ Pulse (Green, 64 GB)",Ajay Pratap  Singh,"...The back camera is decent, but the front camera could have been better.",,2025-10-06,Neutral,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",subhajit sadhukhan,"...Display:It looks awesome, check my imagesCamera: excellent picture and details capturedVideo: Front camera 4k awesome.Battery:",,2024-09-01,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Sonia Sharma,...Camera quality is amazing 4k shots and many things.,,2025-08-12,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,...Camera: The camera system is versatile and can take great photos in a variety of conditions.,,2025-03-12,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Rajeevan Kakkokara,"...etc, then exynos is good for these tasks.The phone is great and camera is good.",,2025-06-12,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Ashish Kumar Patel,"...wrost camera quality,never saatified in hand feel ..not good for money....i suggeust in this",,2024-08-01,Negative,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,"...Product is bestLove the Camera qualityHeating problem with battery,it could be",,2025-06-12,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Ashwini  Kamate,...The product is good Camera quality Better clear skin tones,,2025-06-12,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Sewanga Pulak  Dolakashoria,...Portrait camera mode and the primary camera on this phone is really nice.,,2025-09-28,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,...Camera is top notch too and you can get some pretty good images.,,2024-06-01,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",ARYAN SINGH,".... The camera is not too vibrant and takes natural photos, selfie camera is good to",,2024-12-12,Neutral,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,"...The camera quality is excellent, capturing detailed shots with good low-light performance.",,2025-10-06,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Farhana Parvin,...Camera quality is amazing...I'm obsessed ,,2025-01-12,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Bhaskar  Bairagi,...good picture quality camera... but battry backup bad quality and charging,,2025-05-12,Negative,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",SUSHEEL RAIKWAR,...Camera quality is too poor to be compared with VGA camera.,,2025-05-12,Negative,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Yesudass Moses,...Better than my Nothing 2a in terms of camera quality...,,2024-12-12,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Harsh Sharma,...Camera isn't too good the dynamic range is soo badHeating issuePerformance is good enough,,2025-08-12,Negative,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",abhi ranshinge,...Phone Good but camera quality is no good.bed camera,,2025-07-12,Negative,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Flipkart Customer,...Battery performance is not too goodCamera quality is greatSound quality is very goodLooking  decent,,2025-10-02,Neutral,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Mohit Rajput,...VERY NICE MOBILE AND NEXT LEVEL CAMERAIT PLAY BHMI ON 60 FPSI LOVE IT,,2025-06-12,Positive,
flipkart,9684d2fe9201e,"Samsung Galaxy A35 5G (Awesome Iceblue, 128 GB)",Aparajita Samal,...Camera Quality n storeg,,2025-06-12,Neutral,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",PHANTOM  DELUXE,...Camera quality bro too bad just like 2G mobile pho,,2025-05-12,Negative,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Manu Kumar,...Camera is not performing like redmi note7 pro 48 megha pixels Moto g35 have 50 megha pixels the camera quality laughing,,2025-02-12,Negative,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Flipkart Customer,...EXCELLENTDESIGN - GOODPERFORMANCE - GOODCAMERA - GOOD ( 4K )CONNECTION - EXCELLENTSPEAKERS - GOOD,,2025-05-12,Positive,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Gautam Shinde,...Camera is average quality.Not good camera in night mode,,2025-05-12,Negative,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Mohammad Imtiyaz,...To sum up my experience with g35 5g here it is:Pros:1) Main and selfie camera takes great pictures.,,2025-02-12,Positive,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Flipkart Customer,"...Mobile phone vibrating on full speaker, CAMERA QUALITY IS NOT GOOD,",,2025-08-12,Negative,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Tejas B S,...it can sustain 1day with normal usage.4. Camera quality is good.But can be better.5. Leather design seems,,2025-07-12,Neutral,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Amit Das,...Camera is somehow not upto the markFront cam in low light is not good at all,,2025-07-12,Negative,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Flipkart Customer,"...camera quality so bad, third class low quality camera, and mobile is very slow system",,2025-03-12,Negative,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Niraj Chaudhary,"...Camera is decent in daylight, but low light photography and zoo",,2025-09-18,Neutral,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",TANUJA PATRA,...Very good camera and handling the mobile,,2025-06-12,Positive,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Manas  Das,...quality -very goodPerformance -very goodBack camera -goodFront camera -very goodConnectivity -very,,2025-07-12,Positive,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Flipkart Customer,...Camera quality decent 45Battary 4.25 and charge 5 to 99 in 1.30hr,,2025-01-12,Neutral,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Flipkart Customer,...Awesome phone and back camera quality is soo awesome,,2025-07-12,Positive,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Surya Kumar  Sahu,...Value for money in this price rangeBack camera - 35Front camera - 55,,2025-01-12,Neutral,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Saiff Khan,...The camera quality is fine but it is not that good.The battery backup is very bad. If the phone,,2025-06-12,Neutral,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Flipkart Customer,"...Mobile much Better, decent camera.Nice look tnx flipkart",,2025-09-27,Positive,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Ivin Titus,"...And one drawback of this device is - camera : it's kinda average and have grains, but still okay.",,2025-03-12,Neutral,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Flipkart Customer,...All round phone vivox200 camera is amazing I love camera quality ,,2025-03-12,Positive,
flipkart,39bba58f6cdfc,"MOTOROLA g35 5G (Guava Red, 128 GB)",Flipkart Customer,...Camera quality AverageMobile speed Slow,,2025-09-12,Negative,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",subham savraj,...Camera quality good.under this price mobile is nice,,2025-04-12,Positive,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",Suraj Nimbalkar,...Best quality of the camera it's like a DSLR..,,2024-08-01,Positive,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",Gitashree konwar,...Low price best product.Love itCamera quality is too good,,2025-06-12,Positive,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",sanjay Nagbongshi,...Camera quality very bad ,,2025-09-12,Negative,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",Flipkart Customer,...Camera is not goodVery bad camera,,2024-08-01,Negative,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",Kcg T,...Camera low quality,,2025-02-12,Negative,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",Ashim Mondal,...The camera is not so good otherwise other features are good.,,2025-10-05,Neutral,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",Saras Sachan,...Nice Product...Nice Design...Nice Camera...Sound Quality is best...Battery Backup,,2025-01-12,Positive,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",SUSHEEL KUMAR,...Camera is not good,,2025-01-12,Negative,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",Aminul laskar,...Best camera lens,,2025-10-06,Positive,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",Arpit  jaiswal,...good battery and best camera..,,2025-03-12,Positive,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",Vijay Patel,...Superb phone..camera is awesome in this price,,2025-09-12,Positive,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",Gajendra Singh Rathore,...Pros:-1. Nice design and display2. Light weight and slim3. Good Camera,,2025-02-12,Positive,
flipkart,d6ddbcefce040,"realme C61 (Marble Black, 64 GB)",P kirankumar P,...Best price camera is super happy realme and happy Flipkart,,2025-04-12,Positive,
